movie_id,movie_name,year,genre,overview,director,cast
tt1849718,Agneepath,2012,"action, crime, drama",a young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,Karan Malhotra,"Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor"
tt2224317,Lootera,2013,"drama, romance","an aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.",Vikramaditya Motwane,"Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain"
tt1185420,Dostana,2008,"comedy, drama, romance","two straight guys pretend to be gay in order to secure a miami apartment. when both of them fall for their roommate neha, hilarity ensues as they strive to convince one and all that they're gay whilst secretly trying to win her heart.","Tarun Mansukhani, Punit Malhotra","Abhishek Bachchan, John Abraham, Priyanka Chopra Jonas, Kirron Kher"
tt9248940,Dream Girl,2019,"comedy, romance","rom-com movie, directed by raaj shaandilyaa, stars ayushmann khurrana who plays a 'dream girl'. in every love story, there is always one trying to win the heart of the other, who could be the 'dream girl'.",Raaj Shaandilyaa,"Ayushmann Khurrana, Nushrratt Bharuccha, Annu Kapoor, Manjot Singh"
tt12861850,Chandigarh Kare Aashiqui,2021,"comedy, crime, drama","manu, a bodybuilder from chandigarh, india, falls in love with maanvi, a zumba teacher. all seems well until a revelation causes turmoil in their love story.",Abhishek Kapoor,"Ayushmann Khurrana, Vaani Kapoor, Yograj Singh, Anjan Srivastav"
tt1833673,Dhoom:3,2013,"action, crime, drama","jai and ali return to catch the clown thief, sahir, who has the city of chicago captive. watch an unconventional battle of revenge that will thrill you.",Vijay Krishna Acharya,"Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra"
tt14988886,U Turn,2023,"crime, drama, horror","motorists who take an illegal u-turn on a flyover die mysteriously. radhika, who is interning to be a journalist, is investigating it. however, she becomes the prime suspect by a twist of fate. what happens next?",Arif Khan,"Alaya F, Priyanshu Painyuli, Manu Rishi Chadha, Aashim Gulati"
tt11027830,Haseen Dillruba,2021,"crime, drama, mystery","under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",Vinil Mathew,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastav"
tt15048614,Blurr,2022,"drama, horror, thriller","with progressive blindness setting in, gayatri has to find answers to her twin sister's unlikely death. as the lines of reality keep getting blurred, is she ready to look the truth in the eye?",Ajay Bahl,"Taapsee Pannu, Gulshan Devaiah, Abhilash Thapliyal, Sorabh Chauhan"
tt8426926,Shamshera,2022,"action, adventure, drama","shamshera (ranbir kapoor), leader of an imprisoned tribe, failed to escape for their freedom. years later his son balli realizes his father's legacy.",Karan Malhotra,"Ranbir Kapoor, Sanjay Dutt, Vaani Kapoor, Saurabh Shukla"
tt6967980,Bareilly Ki Barfi,2017,"comedy, romance","set in the small-town of bareilly, bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. her life takes a shift when she meets chirag dubey and pritam vidrohi.",Ashwiny Iyer Tiwari,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi"
tt14479746,Thar,2022,"action, crime, drama",a mysterious stranger arrives in a village situated in the thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,Raj Singh Chaudhary,"Anil Kapoor, Harshvardhan Kapoor, Fatima Sana Shaikh, Jitendra Joshi"
tt18072316,Bade Miyan Chote Miyan,2024,"action, comedy, thriller","with their contrasting personalities and maverick methods, bade miyan and chote miyan need to overcome their differences and labor together to transport the offenders to impartiality and preserve the day.",Ali Abbas Zafar,"Akshay Kumar, Tiger Shroff, Janhvi Kapoor, Manushi Chhillar"
tt15309708,Uunchai,2022,"adventure, drama","three friends take a trek to the everest base camp. a simple trek turns out to be a personal, emotional and spiritual journey as they battle their physical limitations and discover the true meaning of freedom.",Sooraj R. Barjatya,"Amitabh Bachchan, Anupam Kher, Boman Irani, Parineeti Chopra"
tt0995740,No Smoking,2007,"drama, horror, mystery",a heavily addicted smoker is unprepared for the true price he must pay when he asks a guru's help to kick the habit.,Anurag Kashyap,"John Abraham, Ayesha Takia, Paresh Rawal, Ranvir Shorey"
tt14042066,Dobaaraa,2022,"drama, fantasy, mystery","a woman gets an opportunity to save the life of a 12-year old boy who witnessed a death during a thunderstorm which happened 25 years ago, by getting connected through the television set during a similar storm in the present.",Anurag Kashyap,"Taapsee Pannu, Pavail Gulati, Nassar, Saswata Chatterjee"
tt12393526,Bulbbul,2020,"drama, horror, mystery","a man returns home after years to find his brother's child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.",Anvita Dutt,"Triptii Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chattopadhyay"
tt4900716,Kapoor & Sons,2016,"comedy, drama, family",the story about two brothers who visit their dysfunctional family for their grandfather's birthday party.,Shakun Batra,"Rishi Kapoor, Rajat Kapoor, Ratna Pathak Shah, Fawad Khan"
tt21383812,The Crew,2024,"comedy, drama",follows three hard-working women as their destinies lead to some unwarranted situations and end up caught in a web of lies.,Rajesh Krishnan,"Kareena Kapoor, Kriti Sanon, Rajkummar Rao, Tabu"
tt15979666,The Archies,2023,"comedy, drama, musical","set in the 1960s, based on archie comics that finds indian actors taking on the beloved characters. an experience bursting with youth, rebellion, friendships, first loves, and everything young adult.",Zoya Akhtar,"Agastya Nanda, Khushi Kapoor, Suhana Khan, Vedang Raina"
tt13732212,Mumbaikar,2023,"action, drama, thriller","the story is based on the life of people at mumbai which includes their happiness, drama, fun, and romance which interlink their lives.",Santosh Sivan,"Vikrant Massey, Vijay Sethupathi, Tanya Maniktala, Sanjay Mishra"
tt16139258,Yodha,2023,"action, drama, thriller",an aeroplane hijack where a soldier helps the passenger and fight against the terrorist. but the damage to the flight engine made it very tough to survive the situation.,"Sagar Ambre, Pushkar Ojha","Disha Patani, Raashi Khanna, Sidharth Malhotra, Sougata Ghosh"
tt15361028,Jalsa,2022,"drama, thriller",it tells the story of a celebrated journalist and her cook and their conflict.,Suresh Triveni,"Vidya Balan, Shefali Shah, Rohini Hattangadi, Vidhatri Bandi"
tt14209618,Game Changer,2024,"action, drama, thriller",add a plot,S. Shankar,"Ram Charan, Kiara Advani, S.J. Suryah, Sunil"
tt1261047,Gulaal,2009,"crime, drama, thriller","a law student witnesses deception, homicide, and crime after being elected as general secretary of his college.",Anurag Kashyap,"Kay Kay Menon, Raj Singh Chaudhary, Raja Chaudhary, Jesse Randhawa"
tt7363076,Raid,2018,"action, crime, drama",a fearless income tax officer raids the mansion of the most powerful man in lucknow after someone mysteriously draws his attention towards the evidence.,Raj Kumar Gupta,"Ajay Devgn, Ileana D'Cruz, Saurabh Shukla, Amit Sial"
tt0400234,Black Friday,2004,"action, crime, drama","a film about the investigations following the 1993 serial bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",Anurag Kashyap,"Kay Kay Menon, Pawan Malhotra, Aditya Srivastav, Dibyendu Bhattacharya"
tt8902990,The Sky Is Pink,2019,"drama, romance","based on the love story of a couple spanning 25 years and told through the lens of their spunky teenage daughter aisha chaudhary, who was diagnosed with pulmonary fibrosis.",Shonali Bose,"Priyanka Chopra Jonas, Farhan Akhtar, Zaira Wasim, Rohit Saraf"
tt2172071,Student Of The Year,2012,"comedy, drama, music",several alumni reminisce about their final year at st. theresa's college and the events that shaped their lives.,"Karan Johar, Abhishek Varman","Alia Bhatt, Sidharth Malhotra, Varun Dhawan, Rishi Kapoor"
tt0449994,Jodhaa Akbar,2008,"action, drama, history","a sixteenth century love story about a marriage of alliance that gave birth to true love between a great mughal emperor, akbar, and a rajput princess, jodha.",Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha"
tt5301942,Jersey,2022,"drama, sport",a cricketer who quits cricket decides to revive his career at the age of 36 for his sons dream and prove his ability.,Gowtam Tinnanuri,"Shahid Kapoor, Mrunal Thakur, Pankaj Kapur, Prit Kamani"
tt10733228,Gehraiyaan,2022,"drama, romance",takes you on a journey into the deep rooted intricacies of modern human relationships.,Shakun Batra,"Deepika Padukone, Naseeruddin Shah, Ananya Panday, Siddhant Chaturvedi"
tt3322420,Queen,2013,"adventure, comedy, drama",a delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Jeffrey Ho"
tt7059844,Dabangg 3,2019,"action, comedy, crime","chulbul pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds.",Prabhu Deva,"Salman Khan, Sudeep, Sonakshi Sinha, Saiee Manjrekar"
tt0109555,Darr,1993,"action, drama, romance",darr is a girl's (kiran) story caught between one man's (sunil) love and another man's (rahul) obsession.,Yash Chopra,"Juhi Chawla, Sunny Deol, Shah Rukh Khan, Anupam Kher"
tt9537292,Ala Vaikunthapurramuloo,2020,"action, comedy, drama","fate plays a vital role in connecting the life of bantu, a son who seeks validation from his cold-hearted father with the life of raj, whose millionaire father wishes that he was more assertive.",Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Jayaram"
tt15709840,Kolai,2023,"crime, drama, mystery","when a famous model is killed, a smart detective investigates after realizing the incident seems to be a mystery.",Balaji K. Kumar,"Vijay Antony, Meenakshii Chaudhary, Ritika Singh, Radhika Sarathkumar"
tt0422091,Dhoom,2004,"action, crime, drama","dhoom reinvents the classic cops and robbers tale for the 21st century. fast bikes, big action, and non-stop fun make for a thrilling story.",Sanjay Gadhvi,"Abhishek Bachchan, John Abraham, Uday Chopra, Esha Deol"
tt7485048,Super 30,2019,"biography, drama",based on the life of patna-based mathematician anand kumar who runs the famed super 30 program for iit aspirants in patna.,Vikas Bahl,"Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu, Veerendra Saxena"
tt5918074,A Death In The Gunj,2016,"drama, thriller",life for a shy young indian student slowly falls to pieces during a family road trip.,Konkona Sen Sharma,"Kalki Koechlin, Vikrant Massey, Gulshan Devaiah, Ranvir Shorey"
tt0441048,Dhoom:2,2006,"action, crime, thriller",back in action dhoom:2 reinvents the action comedy genre and propels it into the 21st century. go on and enjoy the ride once again with jai and ali.,Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra"
tt5460276,Kaabil,2017,"action, crime, drama",a blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy"
tt10980562,Shootout At Byculla,2024,thriller,it would be based on jj hospital shootout story in 1992. arun gawli gang killed haseena parkar's husband and later how dawood ibrahim gang took avenge from gawli gang.,Sanjay Gupta,"Sanjay Dutt, Sunny Deol, Saif Ali Khan, John Abraham"
tt3495030,Dum Laga Ke Haisha,2015,"comedy, drama, romance",prem and his oversized wife sandhya are supposed to spend a lifetime together. will a regular arranged marriage turn out to be a perfect mismatch?,Sharat Katariya,"Bhumi Pednekar, Ayushmann Khurrana, Sanjay Mishra, Sheeba Chaddha"
tt6712014,Fukrey Returns,2017,comedy,"just out of jail, a don is ready to get back at the four friends who conned her.",Mrighdeep Lamba,"Pulkit Samrat, Varun Sharma, Ali Fazal, Manjot Singh"
tt3175038,Ek Villain,2014,"action, crime, drama","when his wife becomes the latest victim of a serial killer, guru blurs the line between good and evil in his pursuit of revenge.",Mohit Suri,"Sidharth Malhotra, Shraddha Kapoor, Riteish Deshmukh, Shaad Randhawa"
tt2372222,Kick,2014,"action, comedy, crime","an adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda"
tt1836912,Shaitan,2011,"action, crime, drama",five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,Bejoy Nambiar,"Kalki Koechlin, Shiv Panditt, Gulshan Devaiah, Rajeev Khandelwal"
tt12834962,Raksha Bandhan,2022,"comedy, drama, family","lala kedarnath, the eldest and only brother of 4 sisters, runs a chaat shop that was started by his father. lala promises his frail mother on her deathbed that he will get married only ... see full summary »",Aanand L. Rai,"Akshay Kumar, Bhumi Pednekar, Sadia Khateeb, Seema Pahwa"
tt5080556,2,2018,"action, sci-fi, thriller","after mobiles start mysteriously flying out of the hands of people in chennai, dr vaseegaran summons his trusted robot chitti to ward off the bird-shaped supernatural powers of pakshirajan.",S. Shankar,"Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain"
tt15315164,Cuttputlli,2022,"crime, drama, mystery","when a small town gets plunged into the nightmare of serial killings, rookie cop arjan embarks on a chase for the truth and unravels a gruesome conspiracy.",Ranjit Tewari,"Akshay Kumar, Rakul Preet Singh, Sargun Mehta, Chandrachur Singh"
tt9104736,Housefull 5,2024,"comedy, drama",add a plot,Tarun Mansukhani,"Akshay Kumar, Sanjay Dutt, John Abraham, Kriti Sanon"
tt0110222,Kabhi Haan Kabhi Naa,1994,"comedy, drama, music",a dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri"
tt1926313,Pyaar Ka Punchnama,2011,"comedy, drama, romance",nishant starts dating charu while his roommates rajat and vikrant already have girlfriends in neha and rhea respectively. trouble starts when the guys feel that their girlfriends are dominating them.,Luv Ranjan,"Kartik Aaryan, Ashish Chhipa, Raayo S. Bakhirta, Divyendu Sharma"
tt1230448,Billu,2009,"comedy, drama","in an indian village, a struggling barber sees his luck begin to turn when residents learn that a famous actor he once knew is coming to town.",Priyadarshan,"Irrfan Khan, Lara Dutta, Om Puri, Govardhan Asrani"
tt0473367,Jaane Tu... Ya Jaane Na,2008,"comedy, drama, romance",two best friends being convinced that they are not in love search for each other's love.,Abbas Tyrewala,"Imran Khan, Genelia Deshmukh, Manjari Fadnnis, Ayaz Khan"
tt8110330,Dil Bechara,2020,"comedy, drama, romance","the emotional journey of two hopelessly-in-love youngsters; a young girl, kizie, who is suffering from cancer; and manny, a boy kizie meets at a support group.",Mukesh Chhabra,"Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee"
tt0242519,Hera Pheri,2000,"action, comedy, crime","three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu"
tt0995031,Bhool Bhulaiyaa,2007,"comedy, horror, mystery","an nri and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",Priyadarshan,"Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel"
tt2203308,Aashiqui 2,2013,"drama, music, musical",rahul loses his fans and fame due to alcoholism. but he then decides to turn a small time singer into a rising star.,Mohit Suri,"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya"
tt1185442,Kurbaan,2009,"action, crime, drama","a woman finds that her neighbors are terrorists, and her husband is not who he claims to be.",Renzil D'Silva,"Lewis Tan, Kareena Kapoor, Saif Ali Khan, Om Puri"
tt5885564,Don 3: The Final Chapter,2025,"action, thriller",plot under wraps.,Farhan Akhtar,Ranveer Singh
tt4228746,Zid,2014,"crime, romance, thriller","a journalist, who is still in love with his ex-girlfriend, becomes the obsession of his landlord's daughter.",Vivek Agnihotri,"Mannara Chopra, Karanvir Sharma, Shraddha Das, Denzil Smith"
tt14091818,Ajeeb Daastaans,2021,"drama, romance",four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,"Neeraj Ghaywan, Kayoze Irani, Shashank Khaitan, Raj Mehta","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrratt Bharuccha"
tt7212726,Simmba,2018,"action, crime, drama","simmba, a corrupt officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.",Rohit Shetty,"Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana"
tt2067010,The Raid,,"action, crime, thriller",an international fugitive and his thugs trap a small specials operations force inside a building. based on the concept from gareth evans' 2011 film 'the raid: redemption'.,Rohit Shetty,"Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana"
tt1620719,Dabangg,2010,"action, comedy, crime","a corrupt police officer faces challenges from his family, gangsters and politicians.",Abhinav Kashyap,"Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan"
tt15281402,Waltair Veerayya,2023,"action, drama",a fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,K.S. Ravindra,"Chiranjeevi, Shruti Haasan, Urvashi Rautela, Ravi Teja"
tt12862042,Jogira Sara Ra Ra,2023,"comedy, drama, family","jogi the match maker and dimple who seeks help to him to get rid of her marriage, both face the consequences as it is eventually decided that jogi will marry her to save face.",Kushan Nandy,"Nawazuddin Siddiqui, Neha Sharma, Vishal Anand, Mimoh Chakraborty"
tt28362963,Checkmate,2023,"action, comedy","an assassin gets hired for a job that throws him in a murky pool of mishaps, eventually leading to a baffling secret.","Akriti Bajpai, Harsh Beniwal","Harsh Beniwal, Mohit Chhikara, Aditya Paul, Vishal Vashishtha"
tt0432637,Krrish,2006,"action, adventure, sci-fi","krishna is forced by circumstances to use his superpowers and become the masked superhero krrish, before getting drawn towards his lost legacy.",Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah"
tt0211934,Baadshah,1999,"action, comedy, crime",a small time detective is mistaken as a cbi agent and gets embroiled in a deadly mission to save the chief minister from an assassination attempt.,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shah Rukh Khan, Twinkle Khanna, Amrish Puri, Johny Lever"
tt1639426,Udaan,2010,drama,"expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor"
tt0240200,Water,2005,drama,"set in colonial india against gandhi's rise to power, it's the story of 8-year-old chuyia, who is widowed and sent to a home to live in penitence; once there, chuyia's feisty presence deeply affects the lives of the other residents.",Deepa Mehta,"Lisa Ray, John Abraham, Seema Biswas, Sarala Kariyawasam"
tt1438298,Guzaarish,2010,"drama, romance","ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor"
tt0254481,Koi... Mil Gaya,2003,"action, drama, romance","a developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.",Rakesh Roshan,"Rekha, Hrithik Roshan, Preity G Zinta, Rajat Bedi"
tt0118983,Dil To Pagal Hai,1997,"comedy, drama, musical","a grand musical about three passionate and dreamy characters: rahul, pooja and nisha. will their dreams come true? will they find their true love?",Yash Chopra,"Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar"
tt2229842,Table No.21,2013,"adventure, drama, thriller",a couple is drawn into a game show with a whooping winning prize. however the game turns into more than a survival for them with no escape.,Aditya Datt,"Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh"
tt2429640,Murder 3,2013,"drama, mystery, thriller","a hot-shot fashion and wildlife photographer vikram gets into a relationship with nisha. she moves in with him in his palatial house outside of the city. the old world house, made decades ... see full summary »",Vishesh Bhatt,"Randeep Hooda, Aditi Rao Hydari, Sara Loren, Rajesh Shringarpure"
tt10840884,Taish,2020,"action, thriller","a story of friendship and loss of innocence when two worlds clash amid a wedding when a secret exposes a betrayal, and innocent friends converge with dangerous criminals and intense violence.",Bejoy Nambiar,"Harshvardhan Rane, Jim Sarbh, Pulkit Samrat, Kriti Kharbanda"
tt6108090,Secret Superstar,2017,"drama, music",a talented teenage singer-songwriter living amid domestic abuse becomes a youtube sensation after a video in which she hides her identity goes viral.,Advait Chandan,"Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan"
tt10598156,Dhaakad,2022,"action, thriller","agent agni, a highly trained and deadly field agent is entrusted with the mission to gather intel and eliminate rudraveer, an international human and arms trafficker who has been off the radar for ten years.",Razneesh Ghai,"Kangana Ranaut, Arjun Rampal, Divya Dutta, Sharib Hashmi"
tt0432047,Sarkar,2005,"action, crime, drama","subhash nagre runs a parallel government in the city where he has a cult following. when his enemies plot to murder him, his son takes charge and stands up against them.",Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon, Supriya Pathak"
tt27470893,Chandu Champion,2024,"biography, drama, sport",based on the extraordinary real-life story of a sportsman and his spirit of never giving up.,Kabir Khan,"Shraddha Kapoor, Katrina Kaif, Kartik Aaryan, Bhuvan Arora"
tt9851854,Major,2022,"action, biography, drama","based on the life of major sandeep unnikrishnan, who was martyred in action during the november 2008 mumbai attacks and was consequently awarded the ashoka chakra, india's highest peacetime gallantry award, on 26 january 2009.",Sashi Kiran Tikka,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar"
tt9054970,Doctor G,2022,"comedy, drama","uday gupta finds himself as the lone male resident in the gynaecology department. his reluctance leads to chaos, confusion, comedy and eventually, great camaraderie with his fellow classmates.",Anubhuti Kashyap,"Ayushmann Khurrana, Rakul Preet Singh, Shefali Shah, Sheeba Chaddha"
tt4977530,Viceroy'S House,2017,"biography, drama, history","the final viceroy of india, louis francis albert victor nicholas mountbatten, 1st earl mountbatten of burma (hugh bonneville), is tasked with overseeing the transition of british india to independence, but meets with conflict as different sides clash in the face of monumental change.",Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi"
tt4169250,M.S. Dhoni: The Untold Story,2016,"biography, drama, sport",the untold story of mahendra singh dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the indian cricket team.,"Mathur Goswami, Neeraj Pandey","Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani"
tt1948150,Singham,2011,"action, crime, drama",a truly honest police officer is transferred to a town controlled by a gangster he has humiliated. the gangster believes he can use good power to bring down this officer who made him look foolish and weak.,Rohit Shetty,"Ajay Devgn, Prakash Raj, Sudhanshu Pandey, Kajal Aggarwal"
tt2356180,Bhaag Milkha Bhaag,2013,"biography, drama, sport","the truth behind the ascension of milkha singh, who was scarred by of the india-pakistan partition.",Rakeysh Omprakash Mehra,"Farhan Akhtar, Deepak Singh Rawat, Japtej Singh, Divya Dutta"
tt13438922,All Ladies Do It,2020,"drama, thriller",a handsome young man gets erotically involved with a sultry seductive wife of an impotent man only to find himself tangles in a dangerous web of lies and cheat,"Akhil Gautam, Akhil Gautam","Sejal Shah, Vikas Sachdeva, Ajay Bafna"
tt6129302,Bhavesh Joshi Superhero,2018,"action, crime, drama","the origin story of bhavesh joshi, an indian superhero, who sets out to fulfill his slain friend's wish to clean and reform the country, by training himself to fight and wearing a mask.",Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiyah Sabharwal"
tt1985981,Desi Boyz,2011,"comedy, drama, romance","two friends lose their jobs, then part bitterly after they get exposed as male strippers.",Rohit Dhawan,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh"
tt8396128,Pataakha,2018,"action, comedy, drama","based on charan singh pathik's short story do behnein, pataakha narrates the story of two feuding sisters who realize the true nature of their relationship only after marriage ""separates"" them.",Vishal Bhardwaj,"Sanya Malhotra, Radhika Madan, Sunil Grover, Vijay Raaz"
tt1629376,7 Khoon Maaf,2011,"comedy, drama, mystery","susanna is hungry for love and will go to any extent to find it in its purest form. in her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",Vishal Bhardwaj,"Priyanka Chopra Jonas, Vivaan Shah, Neil Nitin Mukesh, John Abraham"
tt8907986,Angrezi Medium,2020,"comedy, drama","when his daughter decides to further her studies in london, a hardworking rajasthani businessman does everything in power to make her dreams come true.",Homi Adajania,"Irrfan Khan, Radhika Madan, Kareena Kapoor, Deepak Dobriyal"
tt26008876,Janaki Jaane,2023,"drama, family","struggling with panic disorder, janaki is ecstatic when unni mukundan proposes to marry her. things go south when janaki's fears land her in serious trouble.",Aneesh Upasana,"Saiju Kurup, Sharafudheen, Johny Antony, Anarkali Marikar"
tt2181831,Shahid,2012,"biography, drama","the account of human rights lawyer shahid azmi, an ordinary citizen with an extraordinary commitment to justice.",Hansal Mehta,"Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub, Baljinder Kaur"
tt2408040,B.A. Pass,2012,"crime, drama, thriller",a young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,Ajay Bahl,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Deepti Naval"
tt10888594,Radhe,2021,"action, crime, thriller","after taking the dreaded gangster gani bhai, acp rajveer shikawat aka radhe goes on a manhunt to find the wealthiest man of the town secretly running a crime syndicate.",Prabhu Deva,"Salman Khan, Disha Patani, Randeep Hooda, Jackie Shroff"
tt4435072,Liger,2022,"action, drama, romance","a story about martial arts, dreams and star crossed lovers. liger is an mma fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned mma fighter mark anderson and get noticed by him.",Puri Jagannadh,"Mike Tyson, Vijay Deverakonda, Ananya Panday, Ramya Krishnan"
tt2527238,Kamasutra 3D,2013,"drama, romance",a young and beautiful indian princess sets out on a voyage in search of her husband.,Rupesh Paul,"Mohan Kapur, Makrand Deshpande, Abha Paul, Sushmita Mukherjee"
tt27744786,Vikas Bahl,2024,"horror, thriller",a timeless tale of battle between good and evil with a family embodying the forces of righteousness while a man symbolizes malevolence.,Vikas Bahl,"Ajay Devgn, Madhavan, Janki Bodiwala, Jyotika"
tt2168910,Cocktail,2012,"comedy, drama, romance","a love triangle between a guy and two girls, who are best friends but the complete opposite of one another.",Homi Adajania,"Saif Ali Khan, Deepika Padukone, Diana Penty, Dimple Kapadia"
tt0061842,Jewel Thief,1967,"crime, drama, musical",a police commissioner's son comes under suspicion for being a jewel thief.,Vijay Anand,"Ashok Kumar, Dev Anand, Vyjayanthimala, Tanuja Samarth"
tt0126871,Deewana,1992,"action, comedy, drama","a singer (rishi kapoor) marries his biggest fan, but his uncle (amrish puri) plans to kill him in order to gain his money.",Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan, Alok Nath"
tt0805184,Bhagam Bhag,2006,"comedy, drama, mystery","the members of a drama troupe fall in trouble when they are framed for a murder. things go worse when they find their actress committing suicide, which is somehow linked with the murder.",Priyadarshan,"Akshay Kumar, Govinda, Paresh Rawal, Lara Dutta"
tt6484982,Newton,2017,"comedy, drama",a government clerk on election duty in the conflict ridden jungle of central india tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghubir Yadav"
tt8983180,Made In China,2019,"comedy, drama","story of failed gujarati businessman, who jumps into unknown world of china to get once in a life time business idea, which will change his life.",Mikhil Musale,"Rajkummar Rao, Boman Irani, Mouni Roy, Paresh Rawal"
tt2213054,Kai Po Che!,2013,"drama, sport",three friends growing up in india at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,"Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amrita Puri"
tt6711660,Babumoshai Bandookbaaz,2017,"action, comedy, crime","the movie, filled with humor and romance, is a quirky ride into the life and times of a small time contract killer, babu, played by nawazuddin siddiqui. the film spins around his love, his friends, his rivalries and his revenge.",Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das"
